low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,transd_mcc,trans_days_interval_filter,trans_days_interval,regional_mobility,repayment_capability,is_high_user,number_of_trans_from_2011,first_transaction_time,historical_trans_amount,historical_trans_day,rank_trad_1_month,trans_amount_3_month,avg_consume_less_12_valid_month,abs,top_trans_count_last_1_month,avg_price_last_12_month,avg_price_top_last_12_valid_month,trans_top_time_last_1_month,trans_top_time_last_6_month,consume_top_time_last_1_month,consume_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,status,first_transaction_day,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,loans_latest_day,reg_preference_for_trad,latest_query_time_month,latest_query_time_weekday,loans_latest_time_month,loans_latest_time_weekday
0.03,0.95,7000,1.95,1.0,0.55,16.0,10.0,8.0,3.0,6150,0,20.0,20160720.0,294550,250.0,0.35,38800,4.0,530,0.05,1080,0.5,10.0,10.0,10.0,10.0,0.0,0.0,3.0,3.0,86246.0,1130,6.0,0.0,3980,16730,0.0,0,670.0,83.0,551.0,73.0,12.0,8.0,4.0,18.0,3.0,7.0,10.0,489.0,74.0,42.0,40.0,4.0,19.0,6.0,13.0,1.0,2.0,16.0,53.0,10.0,2.0,1.0,359.0,2200.0,73.0,13.0,13.0,3100.0,1769.0,10700.0,80.0,6.0,7.0,19200.0,6866.0,16.0,27.0,0,4.0,5.0,4.0,1.0
0.01,0.86,7500,0.29,1.0,0.5,20.0,12.0,12.0,3.0,28460,0,34.0,20150504.0,364140,304.0,0.35,48310,6.0,7340,0.05,1510,0.45,8.0,10.0,8.0,10.0,2.0,1.0,3.0,3.0,164903.0,1770,5.0,0.0,790,28610,0.0,0,1113.0,83.0,654.0,75.0,12.0,7.0,4.0,17.0,3.0,9.0,13.0,630.0,78.0,46.0,42.0,0.0,17.0,4.0,13.0,0.0,2.0,18.0,45.0,8.0,2.0,0.0,358.0,2200.0,77.0,13.0,14.0,3500.0,1946.0,8400.0,84.0,4.0,4.0,14400.0,8550.0,15.0,66.0,0,4.0,6.0,3.0,4.0
0.0,0.69,700,0.03,0.64,0.08800000000000001,8.0,34.0,38.0,3.0,3220,0,32.0,20140107.0,86500,84.0,0.65,2610,9.0,270,1.0,2330,0.35,0.0,34.0,0.0,34.0,0.0,0.0,1.0,1.0,0.0,870,1.0,0.0,0,0,0.0,1,1595.0,83.0,518.0,74.0,14.0,9.0,3.0,22.0,3.0,16.0,21.0,513.0,72.0,10.0,5.0,5.0,6.0,4.0,2.0,3.0,6.0,8.0,9.0,21.0,2.0,15.0,339.0,2200.0,72.0,2.0,2.0,2700.0,1900.0,6100.0,76.0,4.0,4.0,13200.0,6525.0,20.0,2.0,0,4.0,5.0,5.0,2.0
0.02,0.81,1000,1.49,0.73,0.555,23.0,15.0,8.0,4.0,4320,0,40.0,20130817.0,373700,356.0,0.3,61940,8.0,26200,0.1,1390,0.45,15.0,15.0,15.0,15.0,1.0,8.0,8.0,8.0,42936.0,3090,7.0,0.0,3140,67720,0.0,1,1738.0,82.0,491.0,74.0,11.0,6.0,4.0,12.0,1.0,4.0,7.0,448.0,78.0,40.0,22.0,7.0,17.0,11.0,6.0,0.0,3.0,18.0,40.0,78.0,0.0,10.0,356.0,2600.0,76.0,6.0,7.0,4500.0,2500.0,6600.0,78.0,11.0,12.0,17400.0,6418.0,20.0,51.0,1,4.0,1.0,3.0,5.0
0.01,0.78,10100,2.04,0.9,0.5770000000000001,35.0,21.0,10.0,2.0,24110,0,19.0,20160628.0,392880,262.0,0.1,126250,7.0,13220,0.05,1460,0.45,9.0,9.0,9.0,9.0,1.0,2.0,7.0,7.0,150468.0,12500,8.0,0.0,10500,63850,1.0,1,692.0,84.0,544.0,70.0,9.0,5.0,3.0,9.0,0.0,6.0,7.0,511.0,73.0,35.0,33.0,1.0,10.0,2.0,8.0,0.0,1.0,8.0,39.0,9.0,0.0,0.0,359.0,2800.0,74.0,8.0,8.0,4600.0,2300.0,3300.0,66.0,2.0,2.0,4800.0,3900.0,49.0,46.0,0,3.0,4.0,3.0,0.0
0.11,0.89,0,2.03,0.8,0.113,12.0,58.0,22.0,2.0,11760,0,16.0,20160730.0,14800,55.0,0.85,2770,6.0,1020,1.0,440,0.5,0.0,58.0,0.0,58.0,0.0,2.0,4.0,6.0,0.0,250,3.0,0.0,0,8410,0.0,1,660.0,95.0,516.0,70.0,9.0,3.0,5.0,17.0,7.0,8.0,10.0,489.0,71.0,23.0,5.0,9.0,7.0,4.0,3.0,0.0,1.0,9.0,11.0,115.0,0.0,0.0,360.0,1900.0,71.0,3.0,3.0,2200.0,1466.0,4500.0,74.0,4.0,5.0,11400.0,4550.0,12.0,71.0,1,4.0,2.0,2.0,6.0
0.0,1.0,16000,11.18,1.0,0.225,17.0,30.0,22.0,2.0,16850,0,13.0,20170227.0,75850,82.0,0.45,17750,7.0,640,0.15,1260,0.5,11.0,15.0,11.0,15.0,0.0,0.0,3.0,3.0,952634.0,1050,2.0,0.0,1750,31790,0.0,0,448.0,82.0,544.0,76.0,12.0,5.0,2.0,18.0,6.0,15.0,17.0,507.0,76.0,22.0,15.0,1.0,8.0,4.0,4.0,2.0,5.0,10.0,26.0,8.0,2.0,1.0,354.0,1100.0,74.0,4.0,5.0,2100.0,1375.0,14100.0,78.0,4.0,5.0,22800.0,7875.0,18.0,8.0,0,4.0,3.0,4.0,6.0
0.23,0.77,100,1.88,0.82,0.49700000000000005,30.0,13.0,11.0,2.0,1010,0,28.0,20150520.0,170710,229.0,0.35,37030,5.0,6300,0.05,400,0.75,7.0,13.0,7.0,13.0,4.0,2.0,3.0,3.0,496.0,1220,9.0,0.0,0,0,0.0,0,1097.0,83.0,658.0,80.0,9.0,6.0,2.0,12.0,1.0,7.0,10.0,636.0,78.0,41.0,31.0,0.0,18.0,8.0,10.0,2.0,2.0,21.0,38.0,27.0,3.0,0.0,356.0,2200.0,76.0,10.0,11.0,3700.0,2050.0,7700.0,81.0,8.0,9.0,18000.0,7100.0,13.0,7.0,3,4.0,1.0,4.0,0.0
0.0,1.0,2000,0.1,0.97,0.616,20.0,39.0,13.0,2.0,10300,1,39.0,20141104.0,336550,391.0,0.65,4300,8.0,119910,0.4,2250,0.35,5.0,39.0,2.0,57.0,0.0,1.0,2.0,2.0,0.0,620,7.0,0.0,0,0,0.0,1,1294.0,83.0,548.0,78.0,17.0,6.0,4.0,22.0,9.0,15.0,17.0,486.0,75.0,58.0,44.0,10.0,12.0,2.0,10.0,0.0,6.0,36.0,51.0,88.0,1.0,14.0,342.0,1800.0,74.0,10.0,11.0,4300.0,1800.0,2800.0,74.0,2.0,3.0,3000.0,2700.0,18.0,48.0,3,4.0,0.0,3.0,5.0
0.01,0.6,0,1.04,0.43,0.322,20.0,27.0,46.0,2.0,9880,0,20.0,20140409.0,173530,142.0,0.35,31440,7.0,16990,0.15,1890,0.3,7.0,27.0,7.0,27.0,0.0,1.0,2.0,2.0,773928.0,2310,3.0,0.0,0,30020,0.0,0,1503.0,84.0,543.0,77.0,7.0,5.0,2.0,10.0,0.0,3.0,6.0,494.0,76.0,19.0,18.0,0.0,7.0,3.0,3.0,0.0,0.0,4.0,34.0,0.0,0.0,0.0,360.0,2100.0,74.0,3.0,3.0,2300.0,0.0,0.0,78.0,3.0,3.0,20400.0,0.0,23.0,4.0,1,4.0,5.0,4.0,3.0
0.02,0.98,0,1.01,1.0,0.316,16.0,15.0,14.0,2.0,24340,0,10.0,20170525.0,157220,95.0,0.45,35750,7.0,4800,0.15,1060,0.5,11.0,15.0,11.0,18.0,0.0,1.0,2.0,2.0,2151494.0,660,10.0,0.0,1220,18400,0.0,0,361.0,82.0,630.0,80.0,16.0,6.0,7.0,21.0,2.0,7.0,13.0,602.0,76.0,40.0,39.0,0.0,14.0,4.0,10.0,0.0,0.0,22.0,56.0,1.0,0.0,0.0,357.0,2500.0,74.0,10.0,11.0,3200.0,1940.0,8000.0,80.0,4.0,5.0,13800.0,7900.0,8.0,94.0,0,4.0,6.0,2.0,4.0
0.01,0.63,5000,1.07,0.91,0.569,19.0,12.0,12.0,3.0,38690,0,21.0,20160409.0,526510,280.0,0.35,78750,6.0,4260,0.15,1800,0.4,12.0,12.0,12.0,12.0,0.0,6.0,6.0,6.0,188369.0,2020,6.0,0.0,0,68430,0.0,1,772.0,85.0,539.0,72.0,21.0,11.0,4.0,28.0,17.0,24.0,24.0,508.0,75.0,83.0,64.0,15.0,21.0,9.0,12.0,4.0,16.0,36.0,98.0,117.0,3.0,31.0,336.0,2900.0,73.0,12.0,12.0,6000.0,2791.0,5800.0,77.0,9.0,11.0,15000.0,6033.0,-1.0,-1.0,0,5.0,5.0,5.0,5.0
0.04,0.96,100,1.46,0.76,0.113,10.0,148.0,95.0,2.0,10010,0,26.0,20150504.0,48190,88.0,0.5,8410,7.0,90,0.3,890,0.6,7.0,33.0,7.0,33.0,0.0,0.0,2.0,2.0,6448.0,1080,7.0,0.0,1080,5520,0.0,0,1113.0,89.0,637.0,79.0,6.0,4.0,1.0,7.0,0.0,4.0,7.0,611.0,84.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,114.0,3000.0,85.0,1.0,1.0,3000.0,3000.0,1000.0,83.0,1.0,2.0,1000.0,1000.0,43.0,32.0,0,3.0,6.0,4.0,3.0
0.02,0.91,4000,1.44,0.55,0.6659999999999999,26.0,12.0,8.0,4.0,11780,0,36.0,20120928.0,533450,306.0,0.25,57280,8.0,7750,0.05,1190,0.5,6.0,7.0,6.0,7.0,3.0,6.0,18.0,18.0,670925.0,2160,8.0,0.0,1060,67090,0.0,0,2061.0,82.0,508.0,75.0,17.0,8.0,6.0,25.0,9.0,19.0,20.0,458.0,75.0,100.0,83.0,6.0,21.0,7.0,14.0,4.0,8.0,41.0,122.0,36.0,1.0,7.0,349.0,2700.0,73.0,14.0,17.0,5000.0,2350.0,11500.0,77.0,7.0,8.0,15600.0,9000.0,6.0,1.0,0,5.0,1.0,5.0,6.0
0.0,0.82,1000,0.46,0.5,0.28,11.0,28.0,16.0,4.0,13080,0,41.0,20110528.0,96820,182.0,0.7,8250,7.0,7720,0.4,1730,0.4,2.0,28.0,2.0,28.0,0.0,0.0,1.0,1.0,0.0,350,3.0,0.0,200,16280,0.0,0,2550.0,90.0,621.0,77.0,8.0,6.0,1.0,9.0,2.0,5.0,8.0,605.0,73.0,8.0,8.0,0.0,5.0,4.0,1.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,345.0,4700.0,72.0,1.0,1.0,4700.0,4700.0,3100.0,77.0,4.0,4.0,4800.0,2650.0,15.0,73.0,0,4.0,3.0,2.0,1.0
0.0,1.0,0,1.0,0.57,0.09300000000000001,11.0,61.0,51.0,3.0,11830,0,17.0,20150924.0,31930,37.0,1.0,3750,6.0,530,1.0,1490,0.5,0.0,21.0,0.0,21.0,0.0,0.0,3.0,3.0,0.0,0,1.0,0.0,0,7350,0.0,1,970.0,96.0,515.0,75.0,8.0,3.0,3.0,9.0,2.0,4.0,8.0,484.0,78.0,13.0,10.0,1.0,6.0,3.0,3.0,1.0,1.0,4.0,13.0,13.0,0.0,2.0,306.0,2800.0,74.0,3.0,3.0,3300.0,1633.0,12600.0,84.0,3.0,3.0,15600.0,12600.0,24.0,3.0,0,4.0,4.0,5.0,4.0
0.06,0.94,300,9.81,0.78,0.10300000000000001,11.0,61.0,60.0,2.0,11690,0,14.0,20160805.0,18120,36.0,1.0,1600,6.0,280,1.0,690,0.65,0.0,27.0,0.0,27.0,0.0,1.0,4.0,4.0,0.0,0,2.0,0.0,0,6160,0.0,1,654.0,116.0,525.0,85.0,8.0,0.0,0.0,8.0,6.0,6.0,6.0,480.0,77.0,12.0,4.0,6.0,5.0,3.0,2.0,0.0,0.0,0.0,7.0,73.0,0.0,0.0,311.0,1300.0,71.0,2.0,2.0,1500.0,1300.0,13400.0,83.0,3.0,3.0,17400.0,11800.0,21.0,223.0,1,4.0,0.0,9.0,1.0
0.01,0.94,0,0.11,0.66,0.47200000000000003,19.0,17.0,8.0,3.0,13220,0,21.0,20150711.0,243440,210.0,0.2,39300,6.0,10210,0.05,1100,0.5,9.0,13.0,9.0,13.0,1.0,0.0,0.0,2.0,9313.0,3060,4.0,0.0,3450,15820,0.0,0,1045.0,82.0,643.0,77.0,7.0,5.0,2.0,8.0,0.0,2.0,6.0,620.0,75.0,35.0,35.0,0.0,13.0,6.0,7.0,1.0,2.0,9.0,49.0,0.0,1.0,0.0,359.0,2600.0,73.0,7.0,7.0,3300.0,2428.0,7200.0,79.0,6.0,7.0,13200.0,6900.0,42.0,13.0,0,3.0,0.0,4.0,1.0
0.03,0.97,0,1.72,0.72,0.244,13.0,31.0,23.0,4.0,11980,0,36.0,20140105.0,71780,150.0,0.4,12540,7.0,12960,0.65,1210,0.5,9.0,19.0,9.0,19.0,0.0,3.0,4.0,4.0,0.0,2880,2.0,0.0,0,12990,0.0,0,1597.0,82.0,552.0,73.0,12.0,4.0,4.0,14.0,1.0,10.0,10.0,516.0,77.0,23.0,15.0,2.0,9.0,6.0,3.0,1.0,3.0,7.0,27.0,16.0,2.0,1.0,354.0,2300.0,74.0,3.0,3.0,2700.0,2166.0,7400.0,78.0,6.0,6.0,9000.0,6900.0,19.0,21.0,1,4.0,2.0,4.0,0.0
0.0,1.0,0,1.17,0.54,0.39399999999999996,18.0,14.0,11.0,3.0,15070,0,21.0,20141216.0,299650,156.0,0.35,53140,8.0,5630,0.1,1360,0.45,8.0,11.0,8.0,11.0,1.0,3.0,12.0,12.0,0.0,2000,12.0,0.0,0,25490,0.0,1,1252.0,83.0,505.0,80.0,8.0,4.0,4.0,9.0,0.0,2.0,7.0,459.0,76.0,59.0,50.0,7.0,20.0,6.0,14.0,0.0,1.0,18.0,63.0,37.0,0.0,3.0,358.0,2500.0,76.0,14.0,15.0,4300.0,2092.0,8200.0,81.0,6.0,7.0,10200.0,6416.0,56.0,49.0,0,3.0,4.0,3.0,4.0
0.03,0.92,0,0.86,1.0,0.53,20.0,21.0,52.0,2.0,18670,0,18.0,20160909.0,236770,213.0,0.5,63590,6.0,8460,0.4,710,0.65,4.0,5.0,4.0,5.0,0.0,5.0,12.0,12.0,0.0,1650,8.0,0.0,1650,32410,0.0,1,619.0,102.0,538.0,73.0,10.0,5.0,4.0,18.0,0.0,0.0,4.0,472.0,76.0,59.0,48.0,6.0,20.0,7.0,13.0,1.0,3.0,32.0,62.0,59.0,0.0,2.0,331.0,1700.0,75.0,13.0,13.0,3000.0,1500.0,7600.0,79.0,7.0,7.0,14400.0,6185.0,162.0,28.0,0,11.0,6.0,4.0,0.0
0.01,0.99,0,1.3,1.0,0.475,17.0,24.0,18.0,2.0,13240,0,21.0,20160601.0,364170,225.0,0.3,69800,7.0,4390,0.15,1150,0.5,7.0,24.0,7.0,24.0,0.0,5.0,8.0,8.0,0.0,2260,18.0,0.0,830,28580,0.0,1,719.0,89.0,543.0,77.0,17.0,8.0,7.0,22.0,1.0,9.0,14.0,505.0,74.0,62.0,52.0,2.0,24.0,9.0,15.0,0.0,0.0,20.0,68.0,34.0,0.0,0.0,358.0,1800.0,72.0,15.0,16.0,3100.0,1733.0,5000.0,79.0,9.0,10.0,7800.0,4444.0,2.0,115.0,0,5.0,5.0,1.0,4.0
0.01,0.99,1000,1.25,1.0,0.26899999999999996,20.0,20.0,16.0,3.0,17400,0,21.0,20160614.0,137530,169.0,0.45,22750,9.0,780,0.2,1190,0.5,12.0,20.0,12.0,20.0,0.0,2.0,2.0,2.0,0.0,1250,4.0,0.0,850,26130,0.0,0,706.0,82.0,543.0,73.0,13.0,8.0,2.0,25.0,11.0,16.0,22.0,509.0,77.0,31.0,30.0,2.0,14.0,4.0,10.0,3.0,7.0,13.0,37.0,9.0,3.0,0.0,322.0,2000.0,77.0,10.0,11.0,3500.0,1710.0,6700.0,76.0,4.0,4.0,16200.0,7300.0,6.0,4.0,0,5.0,1.0,5.0,3.0
0.01,0.99,1000,0.79,0.48,0.305,17.0,26.0,17.0,4.0,17810,0,29.0,20130209.0,173480,163.0,0.45,24980,7.0,540,0.1,1020,0.55,10.0,11.0,10.0,11.0,1.0,2.0,5.0,5.0,2241267.0,890,5.0,0.0,730,16190,0.0,0,1927.0,82.0,548.0,74.0,5.0,2.0,1.0,8.0,3.0,5.0,6.0,500.0,75.0,39.0,25.0,5.0,12.0,7.0,5.0,0.0,3.0,23.0,26.0,37.0,1.0,1.0,339.0,2900.0,71.0,5.0,5.0,3800.0,2680.0,7900.0,82.0,7.0,7.0,14400.0,5685.0,17.0,36.0,0,4.0,4.0,4.0,6.0
0.02,0.98,200,0.88,0.59,0.258,21.0,26.0,25.0,3.0,15070,0,19.0,20150722.0,101710,103.0,0.7,16430,7.0,2710,0.3,840,0.6,4.0,16.0,4.0,16.0,0.0,0.0,3.0,3.0,0.0,430,4.0,0.0,410,11970,0.0,0,1034.0,82.0,647.0,77.0,8.0,6.0,2.0,9.0,1.0,4.0,4.0,638.0,77.0,12.0,11.0,0.0,8.0,5.0,3.0,0.0,2.0,6.0,22.0,2.0,0.0,0.0,335.0,1600.0,75.0,3.0,3.0,1800.0,1533.0,13200.0,79.0,5.0,5.0,24000.0,7640.0,26.0,53.0,0,4.0,2.0,3.0,3.0
0.02,0.98,500,0.7,1.0,0.325,14.0,22.0,21.0,2.0,1190,0,27.0,20151206.0,136480,172.0,0.3,24380,6.0,900,0.15,1190,0.4,22.0,22.0,22.0,22.0,0.0,0.0,2.0,3.0,8536.0,3620,5.0,0.0,0,1140,0.0,1,897.0,83.0,533.0,62.0,13.0,5.0,1.0,31.0,7.0,8.0,10.0,494.0,73.0,27.0,23.0,4.0,10.0,4.0,6.0,0.0,1.0,9.0,28.0,11.0,0.0,0.0,357.0,2000.0,71.0,6.0,6.0,2300.0,1783.0,5300.0,79.0,4.0,4.0,6000.0,3900.0,14.0,72.0,1,4.0,0.0,2.0,5.0
0.01,0.76,0,1.01,0.63,0.47600000000000003,18.0,20.0,27.0,3.0,6610,0,37.0,20130220.0,331480,260.0,1.0,280,5.0,36820,1.0,1480,0.45,0.0,20.0,0.0,20.0,0.0,4.0,18.0,18.0,0.0,0,3.0,0.0,0,25580,0.0,1,1916.0,103.0,522.0,70.0,11.0,5.0,5.0,13.0,1.0,2.0,8.0,454.0,76.0,55.0,18.0,25.0,25.0,6.0,19.0,1.0,1.0,22.0,30.0,280.0,0.0,5.0,354.0,2100.0,76.0,19.0,20.0,6800.0,2026.0,11700.0,75.0,6.0,8.0,28800.0,10750.0,-1.0,26.0,0,5.0,5.0,4.0,6.0
0.03,0.97,800,1.13,0.74,0.254,16.0,64.0,37.0,3.0,6930,0,20.0,20151201.0,36480,106.0,0.55,2190,6.0,2940,0.3,1030,0.55,3.0,64.0,3.0,64.0,0.0,1.0,4.0,4.0,525135.0,1160,2.0,0.0,0,6150,0.0,0,902.0,87.0,640.0,77.0,10.0,6.0,3.0,13.0,2.0,5.0,12.0,614.0,74.0,5.0,5.0,0.0,4.0,1.0,3.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,339.0,1300.0,70.0,3.0,3.0,2100.0,1266.0,3600.0,84.0,1.0,1.0,3600.0,3600.0,24.0,60.0,1,4.0,4.0,3.0,3.0
0.03,0.97,0,0.58,0.64,0.294,17.0,23.0,22.0,4.0,9400,0,37.0,20130514.0,1577530,186.0,0.6,24690,6.0,1620,0.4,1090,0.55,1.0,23.0,1.0,23.0,0.0,0.0,3.0,5.0,0.0,770,2.0,0.0,300,11500,0.0,0,1833.0,90.0,657.0,77.0,8.0,6.0,2.0,15.0,11.0,13.0,15.0,640.0,76.0,24.0,16.0,0.0,16.0,9.0,7.0,1.0,1.0,7.0,29.0,16.0,1.0,3.0,348.0,1700.0,71.0,7.0,8.0,3100.0,1785.0,4900.0,80.0,9.0,10.0,7800.0,4844.0,10.0,1.0,0,4.0,1.0,5.0,3.0
0.0,1.0,1000,1.8,0.86,0.475,20.0,19.0,13.0,2.0,11530,0,19.0,20160517.0,247540,201.0,0.45,33480,6.0,2150,0.15,1180,0.5,11.0,19.0,11.0,19.0,0.0,1.0,3.0,3.0,301668.0,1550,6.0,2.0,0,20410,0.0,0,734.0,83.0,542.0,82.0,10.0,6.0,2.0,15.0,5.0,8.0,13.0,507.0,76.0,62.0,52.0,4.0,16.0,7.0,9.0,2.0,6.0,17.0,76.0,31.0,1.0,3.0,357.0,2100.0,74.0,9.0,10.0,3300.0,1644.0,9800.0,79.0,7.0,8.0,20400.0,7600.0,3.0,14.0,0,5.0,4.0,4.0,0.0
0.03,0.79,200,1.1,0.91,0.42700000000000005,23.0,36.0,13.0,3.0,690,0,20.0,20160528.0,169210,172.0,0.7,61010,8.0,5850,0.4,1120,0.5,7.0,27.0,7.0,27.0,0.0,2.0,2.0,2.0,0.0,360,12.0,0.0,0,39920,0.0,0,723.0,88.0,599.0,78.0,24.0,13.0,7.0,51.0,17.0,37.0,44.0,545.0,74.0,52.0,47.0,2.0,20.0,7.0,13.0,7.0,14.0,27.0,56.0,11.0,9.0,3.0,358.0,2800.0,72.0,13.0,13.0,5000.0,2061.0,6600.0,80.0,7.0,7.0,16800.0,6057.0,5.0,2.0,0,5.0,2.0,5.0,5.0
0.01,0.99,0,0.07,1.0,0.122,8.0,48.0,47.0,3.0,10430,0,22.0,20160525.0,95380,91.0,0.5,7430,7.0,1470,0.3,1130,0.5,5.0,48.0,5.0,48.0,0.0,4.0,4.0,7.0,11998.0,850,2.0,0.0,2410,3100,0.0,0,726.0,96.0,528.0,72.0,11.0,8.0,2.0,18.0,10.0,15.0,17.0,497.0,79.0,14.0,12.0,1.0,4.0,3.0,1.0,0.0,0.0,3.0,32.0,7.0,1.0,0.0,348.0,1700.0,72.0,1.0,1.0,1700.0,1700.0,19500.0,79.0,3.0,3.0,25800.0,16200.0,7.0,144.0,0,4.0,0.0,12.0,3.0
0.0,1.0,0,0.76,0.88,0.24,15.0,66.0,65.0,4.0,13340,0,21.0,20160325.0,96590,90.0,0.25,33790,6.0,2420,0.1,1380,0.45,16.0,16.0,16.0,16.0,1.0,3.0,3.0,3.0,1455808.0,4310,3.0,0.0,230,4820,0.0,0,787.0,82.0,589.0,77.0,31.0,18.0,9.0,50.0,16.0,37.0,41.0,568.0,72.0,25.0,23.0,1.0,7.0,4.0,3.0,4.0,8.0,12.0,31.0,13.0,5.0,0.0,320.0,1600.0,67.0,3.0,3.0,2000.0,1266.0,10200.0,79.0,4.0,4.0,15600.0,8400.0,3.0,11.0,0,5.0,4.0,4.0,3.0
0.01,0.98,500,0.4,0.8,0.5579999999999999,18.0,10.0,9.0,4.0,20860,0,39.0,20140212.0,439710,302.0,0.35,62740,6.0,7540,0.1,1280,0.5,9.0,9.0,9.0,20.0,1.0,1.0,3.0,3.0,118455.0,2600,5.0,0.0,460,21900,0.0,0,1559.0,84.0,630.0,81.0,10.0,5.0,2.0,13.0,3.0,6.0,8.0,602.0,75.0,63.0,60.0,0.0,21.0,4.0,17.0,0.0,1.0,15.0,70.0,4.0,0.0,0.0,356.0,2400.0,74.0,17.0,19.0,4800.0,1917.0,14100.0,78.0,4.0,4.0,26400.0,12000.0,1.0,67.0,0,5.0,3.0,2.0,0.0
0.09,0.91,0,1.02,0.89,0.11599999999999999,14.0,97.0,33.0,3.0,7180,1,25.0,20151111.0,12320,96.0,0.55,4720,8.0,2110,1.0,360,0.75,8.0,44.0,0.0,44.0,0.0,1.0,1.0,4.0,0.0,1540,1.0,0.0,0,0,0.0,0,922.0,97.0,544.0,76.0,11.0,6.0,4.0,11.0,2.0,4.0,8.0,503.0,77.0,13.0,13.0,1.0,5.0,2.0,3.0,0.0,1.0,4.0,18.0,4.0,0.0,0.0,323.0,1400.0,75.0,3.0,3.0,2300.0,1400.0,9300.0,85.0,2.0,2.0,16800.0,12000.0,10.0,83.0,3,4.0,4.0,2.0,1.0
0.0,1.0,600,0.16,0.48,0.413,18.0,24.0,12.0,3.0,9830,0,41.0,20110210.0,261030,270.0,0.55,20500,6.0,17910,0.3,1660,0.4,24.0,24.0,24.0,25.0,1.0,0.0,1.0,2.0,0.0,1050,4.0,0.0,0,9140,0.0,0,2657.0,82.0,627.0,77.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,601.0,76.0,15.0,15.0,0.0,7.0,3.0,4.0,0.0,0.0,2.0,21.0,2.0,0.0,0.0,349.0,2100.0,74.0,4.0,4.0,2300.0,1900.0,11500.0,82.0,3.0,3.0,22800.0,11000.0,26.0,150.0,0,4.0,2.0,12.0,4.0
0.02,0.98,1700,1.23,0.89,0.48,16.0,15.0,17.0,1.0,900,0,32.0,20150319.0,178550,295.0,1.0,19320,7.0,6500,0.4,890,0.6,0.0,9.0,0.0,9.0,0.0,2.0,3.0,3.0,0.0,10,5.0,0.0,0,0,0.0,0,1159.0,87.0,652.0,77.0,29.0,17.0,7.0,46.0,13.0,30.0,36.0,633.0,75.0,33.0,31.0,0.0,15.0,5.0,10.0,2.0,2.0,18.0,34.0,13.0,3.0,6.0,350.0,2000.0,75.0,10.0,11.0,3300.0,1700.0,3300.0,76.0,5.0,6.0,7200.0,3200.0,0.0,4.0,0,5.0,4.0,4.0,0.0
0.09,0.91,800,0.44,0.69,0.391,22.0,12.0,12.0,4.0,8920,0,35.0,20131207.0,97710,242.0,0.3,17740,6.0,8340,0.05,630,0.6,4.0,12.0,7.0,12.0,0.0,2.0,2.0,2.0,92.0,2150,3.0,0.0,370,8660,0.0,0,1626.0,82.0,606.0,78.0,7.0,5.0,1.0,12.0,4.0,8.0,11.0,576.0,76.0,18.0,18.0,1.0,7.0,3.0,4.0,2.0,5.0,9.0,46.0,1.0,7.0,0.0,350.0,1800.0,74.0,4.0,5.0,2100.0,1375.0,1700.0,79.0,3.0,4.0,2400.0,1533.0,22.0,4.0,0,4.0,6.0,5.0,3.0
0.03,0.97,2300,2.41,0.95,0.28600000000000003,19.0,33.0,19.0,2.0,14030,0,21.0,20160507.0,99130,126.0,0.45,8840,10.0,460,0.05,940,0.65,10.0,33.0,10.0,33.0,1.0,2.0,4.0,4.0,170383.0,1600,5.0,0.0,120,10370,0.0,1,744.0,82.0,539.0,77.0,18.0,10.0,6.0,29.0,3.0,13.0,16.0,478.0,77.0,33.0,28.0,1.0,14.0,4.0,10.0,1.0,3.0,7.0,33.0,12.0,0.0,5.0,331.0,1800.0,75.0,10.0,12.0,3200.0,1500.0,10500.0,81.0,4.0,4.0,20400.0,10000.0,23.0,21.0,0,4.0,5.0,4.0,0.0
